u,i,ts
87,60,188040
41,36,188040
41,96,188040
61,2,188040
18,20,188060
48,108,188060
109,23,188060
87,2,188060
87,60,188060
41,111,188060
41,36,188060
50,84,188080
51,28,188080
48,108,188080
48,91,188080
109,23,188080
63,92,188080
91,73,188080
87,60,188080
86,46,188080
39,53,188080
111,40,188080
41,36,188080
65,6,188080
84,2,188080
50,84,188100
51,28,188100
48,108,188100
109,23,188100
63,92,188100
63,7,188100
91,55,188100
91,73,188100
51,28,188120
51,5,188120
48,108,188120
109,23,188120
63,7,188120
86,111,188120
111,40,188120
65,6,188120
80,81,188140
51,5,188140
48,108,188140
109,23,188140
63,7,188140
91,55,188140
86,111,188140
39,34,188140
39,53,188140
54,34,188140
65,6,188140
16,87,188160
48,108,188160
109,23,188160
63,92,188160
63,7,188160
91,55,188160
39,53,188160
39,34,188180
39,53,188180
109,23,188180
91,73,188180
41,111,188180
41,26,188180
54,34,188180
15,51,188200
17,80,188200
17,81,188200
48,108,188200
109,23,188200
102,40,188200
91,73,188200
22,34,188200
84,85,188200
16,111,188220
17,81,188220
100,59,188220
100,87,188220
109,23,188220
65,2,188220
64,34,188220
84,85,188220
7,46,188220
39,53,188220
41,102,188220
18,20,188240
50,31,188240
109,23,188240
84,85,188240
39,42,188240
41,102,188240
32,36,188240
18,111,188260
18,20,188260
16,55,188260
109,23,188260
102,40,188260
21,111,188260
84,85,188260
73,46,188260
18,111,188280
18,20,188280
16,55,188280
50,11,188280
109,23,188280
107,42,188280
91,73,188280
84,85,188280
7,26,188280
18,111,188300
16,55,188300
109,23,188300
91,73,188300
84,85,188300
41,11,188300
27,32,188300
51,28,188320
77,7,188320
109,23,188320
87,2,188320
41,11,188320
85,11,188320
83,46,188320
30,36,188320
18,111,188340
80,41,188340
100,59,188340
109,23,188340
85,84,188340
92,42,188340
87,2,188340
29,36,188340
26,8,188340
18,111,188360
18,20,188360
15,95,188360
15,42,188360
80,41,188360
109,23,188360
108,60,188360
92,42,188360
84,85,188360
18,8,188380
15,42,188380
80,41,188380
77,7,188380
100,20,188380
109,23,188380
108,11,188380
87,2,188380
84,85,188380
41,36,188380
29,102,188380
100,40,188400
100,20,188400
109,23,188400
108,94,188400
107,29,188400
7,60,188400
39,56,188400
109,23,188420
41,31,188420
26,8,188420
100,20,188440
109,23,188440
102,28,188440
22,53,188440
41,31,188440
100,20,188460
109,23,188460
47,25,188460
51,28,188480
109,23,188480
84,85,188480
33,2,188480
51,40,188500
51,101,188500
100,20,188500
109,23,188500
65,74,188500
41,28,188500
85,84,188500
51,28,188520
100,20,188520
109,23,188520
51,40,188540
100,20,188540
109,23,188540
8,111,188540
84,85,188540
81,51,188540
29,40,188540
51,28,188560
100,20,188560
109,23,188560
8,111,188560
51,43,188580
100,20,188580
109,23,188580
51,28,188600
109,23,188600
109,23,188620
84,85,188620
109,23,188640
84,85,188640
109,23,188660
109,23,188680
88,40,188680
51,40,188700
100,6,188700
109,23,188700
51,40,188720
109,23,188720
109,23,188740
100,38,188760
109,23,188760
109,23,188780
44,111,188780
24,109,188800
109,23,188820
51,28,188840
109,23,188840
51,28,188860
109,23,188860
109,23,188880
109,23,188900
109,23,188920
109,23,188940
109,23,188960
109,23,188980
109,23,189000
109,23,189020
109,23,189040
109,23,189060
109,23,189080
109,23,189100
109,23,189120
109,23,189140
18,95,189160
24,109,189160
109,23,189180
109,23,189200
109,23,189220
109,23,189240
18,95,189260
109,23,189260
109,23,189280
109,23,189300
109,23,189320
109,23,189340
109,23,189360
109,23,189380
109,23,189400
109,23,189420
24,109,189440
109,23,189460
109,23,189480
77,7,189500
109,23,189500
84,85,189500
77,7,189520
109,23,189520
24,109,189540
109,23,189560
109,23,189580
109,23,189600
52,111,189600
109,23,189620
111,51,189620
109,23,189640
52,111,189640
109,23,189660
111,51,189660
24,109,189680
110,51,189700
24,109,189700
109,23,189720
109,23,189740
109,23,189760
109,23,189780
109,23,189800
109,23,189820
109,23,189840
10,110,189840
109,23,189860
109,23,189880
109,23,189900
77,7,189920
109,23,189920
77,7,189940
109,23,189940
109,23,189960
22,53,189960
109,23,189980
39,36,189980
77,7,190000
109,23,190000
109,23,190020
109,23,190040
51,66,190060
109,23,190060
51,66,190080
109,23,190080
51,66,190100
109,23,190100
77,7,190120
109,23,190120
109,23,190140
109,23,190160
109,23,190180
77,7,190200
109,23,190200
33,2,190200
109,23,190220
33,2,190220
109,23,190240
33,2,190240
77,7,190260
109,23,190260
85,84,190260
33,2,190260
77,7,190280
109,23,190280
33,2,190280
77,7,190300
109,23,190300
33,2,190300
109,23,190320
33,2,190320
100,107,190340
109,23,190340
33,2,190340
100,107,190360
109,23,190360
33,2,190360
77,7,190380
100,107,190380
109,23,190380
33,2,190380
77,7,190400
109,23,190400
33,2,190400
84,85,190420
33,2,190420
24,109,190420
77,7,190440
84,85,190440
33,2,190440
77,7,190460
33,2,190460
77,7,190480
109,23,190480
84,85,190480
27,32,190480
33,2,190480
84,85,190500
33,2,190500
24,109,190500
85,84,190520
33,2,190520
24,109,190520
77,7,190540
109,23,190540
33,2,190540
84,85,190540
77,7,190560
84,85,190560
33,2,190560
24,109,190560
77,7,190580
84,85,190580
33,2,190580
24,109,190580
77,7,190600
109,23,190600
84,85,190600
2,32,190600
77,7,190620
109,23,190620
33,2,190620
77,7,190640
109,23,190640
27,32,190640
33,2,190640
33,2,190660
24,109,190660
33,2,190680
24,109,190680
77,7,190700
109,23,190700
65,74,190700
84,85,190700
33,2,190700
77,7,190720
100,107,190720
33,2,190720
77,7,190740
109,23,190740
77,7,190760
100,107,190760
77,7,190780
109,23,190780
77,7,190800
77,7,190820
109,23,190820
77,7,190840
109,23,190840
77,7,190860
24,109,190860
77,7,190880
109,23,190880
39,29,190880
24,109,190960
109,23,190980
24,109,191020
77,7,191060
109,23,191060
22,53,191060
39,29,191060
33,2,191060
109,23,191080
22,38,191080
39,53,191080
41,56,191080
82,110,191080
33,2,191080
77,7,191100
22,38,191100
39,27,191100
33,2,191100
24,109,191100
77,7,191120
22,38,191120
39,27,191120
33,2,191120
77,7,191140
109,23,191140
39,27,191140
77,7,191160
39,27,191160
24,109,191160
77,7,191180
109,23,191180
39,27,191180
109,23,191200
39,27,191200
66,5,191220
109,23,191220
39,27,191220
109,23,191240
39,27,191240
54,27,191240
33,2,191240
77,7,191260
109,23,191260
28,38,191260
33,2,191260
51,40,191280
77,7,191280
39,27,191280
39,53,191280
33,2,191280
51,40,191300
77,7,191300
39,27,191300
39,53,191300
33,2,191300
77,7,191320
64,40,191320
39,27,191320
41,28,191320
77,7,191340
39,27,191340
39,27,191360
51,51,191380
77,7,191380
100,56,191380
39,27,191380
51,40,191400
51,51,191400
109,23,191400
39,27,191400
41,51,191400
52,40,191420
52,50,191420
51,40,191420
39,27,191420
33,2,191420
24,109,191420
39,27,191440
51,40,191440
77,7,191440
109,23,191440
33,2,191440
91,73,191460
109,23,191460
39,27,191460
41,71,191460
33,2,191460
51,40,191480
77,7,191480
109,23,191480
39,27,191480
39,34,191480
41,51,191480
33,2,191480
51,40,191500
51,63,191500
109,23,191500
88,55,191500
64,40,191500
28,38,191500
41,51,191500
33,2,191500
77,7,191520
109,23,191520
39,27,191520
41,51,191520
33,2,191520
109,23,191540
64,40,191540
41,51,191540
33,2,191540
109,23,191560
64,40,191560
39,34,191560
41,51,191560
2,32,191560
109,23,191580
64,40,191580
64,51,191580
39,34,191580
41,51,191580
33,2,191580
109,23,191600
64,40,191600
64,51,191600
39,27,191600
39,34,191600
52,40,191600
33,2,191600
109,23,191620
28,38,191620
39,34,191620
33,2,191620
109,23,191640
39,27,191640
39,34,191640
41,51,191640
33,2,191640
109,23,191660
28,38,191660
39,34,191660
33,2,191660
33,26,191660
109,23,191680
39,27,191680
39,34,191680
109,23,191700
39,27,191700
39,34,191700
100,107,191720
24,109,191720
77,7,191740
109,23,191740
41,51,191740
100,107,191760
109,23,191760
52,40,191760
109,23,191780
41,51,191780
37,110,191780
109,23,191800
109,23,191820
41,51,191820
109,23,191840
41,51,191840
109,23,191860
109,23,191880
109,23,191900
41,51,191900
27,32,191900
109,23,191920
51,40,191940
104,8,191940
109,23,191940
91,73,191940
84,85,191940
7,20,191940
94,41,191940
51,40,191960
97,32,191960
91,73,191960
23,32,191960
85,84,191960
24,109,191960
49,97,191980
49,104,191980
49,32,191980
51,101,191980
104,32,191980
109,23,191980
65,91,191980
84,85,191980
42,20,191980
49,104,192000
109,23,192000
109,23,192020
41,51,192020
73,91,192020
91,41,192020
91,41,192040
91,85,192040
51,28,192040
109,23,192040
84,41,192040
22,27,192040
85,41,192040
41,36,192040
12,60,192060
49,104,192060
50,22,192060
109,23,192060
84,85,192060
84,43,192060
84,32,192060
11,41,192060
44,41,192060
44,85,192060
109,23,192080
80,8,192100
109,23,192100
84,7,192100
84,73,192100
7,60,192100
80,8,192120
109,23,192120
49,104,192140
109,23,192140
49,104,192160
109,23,192160
110,36,192160
49,104,192180
109,23,192180
49,104,192200
100,56,192200
109,23,192200
100,56,192220
109,23,192220
100,56,192240
109,23,192240
109,23,192260
110,36,192260
51,90,192280
109,23,192280
110,36,192280
109,23,192300
56,3,192300
30,3,192300
49,104,192320
109,23,192320
109,23,192340
109,23,192360
109,23,192380
109,23,192400
56,3,192400
83,60,192400
109,23,192420
109,23,192440
109,23,192460
109,23,192480
109,23,192500
56,3,192500
109,23,192520
101,37,192520
56,3,192520
109,23,192540
101,37,192540
56,3,192540
109,23,192560
56,3,192560
109,23,192580
56,3,192580
109,23,192600
109,23,192620
109,23,192640
109,23,192660
109,23,192680
109,23,192700
109,23,192720
109,23,192740
109,23,192760
109,23,192780
109,23,192800
6,24,192800
109,23,192820
109,23,192840
109,23,192860
109,23,192880
109,23,192900
67,90,192900
18,64,192920
67,90,192920
87,2,192920
24,109,192920
109,23,192940
67,90,192940
109,23,192960
67,90,192960
109,23,192980
67,90,192980
87,2,192980
56,3,192980
109,23,193000
87,2,193000
109,23,193020
67,90,193020
87,2,193020
109,23,193040
109,23,193060
56,3,193060
109,23,193080
100,56,193100
109,23,193100
67,90,193100
100,56,193120
109,23,193120
41,36,193120
18,64,193140
109,23,193140
18,64,193160
109,23,193160
41,31,193160
18,64,193180
109,23,193180
41,31,193180
109,23,193200
109,23,193220
109,23,193240
101,37,193240
109,23,193260
109,23,193280
24,109,193300
77,0,193320
109,23,193320
109,23,193340
109,23,193360
87,2,193360
51,28,193380
109,23,193380
110,36,193380
25,6,193380
51,13,193400
110,36,193400
51,13,193420
77,0,193420
109,23,193440
109,23,193460
109,23,193480
87,2,193480
100,107,193500
109,23,193500
87,2,193500
100,107,193520
109,23,193520
87,2,193520
100,107,193540
109,23,193540
100,107,193560
109,23,193560
100,107,193580
109,23,193580
101,37,193580
87,2,193580
84,85,193580
51,28,193600
100,107,193600
109,23,193600
100,107,193620
109,23,193620
87,2,193620
100,107,193640
109,23,193640
87,2,193640
77,0,193660
109,23,193660
87,2,193660
109,23,193680
87,2,193680
49,5,193700
77,0,193700
109,23,193700
87,2,193700
77,0,193720
24,109,193720
80,2,193740
109,23,193740
109,23,193760
24,109,193780
109,23,193800
77,0,193840
109,23,193840
109,23,193860
87,2,193860
71,2,193860
77,0,193880
109,23,193880
24,109,193900
109,23,193920
17,80,193940
109,23,193940
51,2,193960
109,23,193960
109,23,193980
87,2,193980
51,101,194000
109,23,194000
24,109,194020
15,7,194040
12,7,194040
12,56,194040
12,32,194040
12,53,194040
50,97,194040
50,76,194040
51,101,194040
109,23,194040
107,20,194040
97,27,194040
88,59,194040
64,34,194040
21,53,194040
84,85,194040
84,73,194040
81,3,194040
52,73,194040
11,32,194040
10,46,194040
41,95,194040
95,36,194040
12,84,194060
12,85,194060
12,38,194060
50,59,194060
50,24,194060
51,101,194060
77,87,194060
48,108,194060
100,40,194060
100,34,194060
109,23,194060
88,92,194060
88,24,194060
65,20,194060
65,85,194060
91,38,194060
91,73,194060
84,11,194060
84,85,194060
41,34,194060
95,36,194060
100,40,194080
100,71,194080
100,63,194080
109,23,194080
64,34,194080
85,84,194080
57,55,194080
47,34,194080
9,70,194080
18,95,194100
48,108,194100
100,40,194100
109,23,194100
88,51,194100
64,34,194100
7,32,194100
81,14,194100
41,71,194100
41,1,194100
17,86,194120
48,108,194120
39,64,194120
109,23,194120
64,34,194120
87,2,194120
41,25,194120
26,95,194120
71,24,194120
48,108,194140
109,23,194140
64,34,194140
87,2,194140
26,40,194140
41,36,194140
95,36,194140
18,66,194160
80,86,194160
51,32,194160
51,60,194160
77,87,194160
48,108,194160
109,23,194160
97,27,194160
64,34,194160
87,2,194160
84,85,194160
26,95,194160
41,95,194160
49,104,194180
51,60,194180
48,108,194180
109,23,194180
84,85,194180
41,36,194180
91,88,194200
17,46,194200
49,104,194200
51,32,194200
48,108,194200
109,23,194200
64,34,194200
84,85,194200
7,2,194200
41,36,194200
15,101,194220
17,86,194220
49,104,194220
51,32,194220
51,60,194220
48,108,194220
104,59,194220
88,91,194220
87,2,194220
84,85,194220
7,2,194220
7,0,194220
17,80,194240
51,32,194240
51,60,194240
48,108,194240
100,27,194240
109,23,194240
88,91,194240
90,5,194240
87,2,194240
7,2,194240
41,36,194240
17,80,194260
51,60,194260
48,108,194260
109,23,194260
103,73,194260
64,34,194260
87,2,194260
7,0,194260
41,30,194260
41,36,194260
33,2,194260
15,64,194280
48,108,194280
109,23,194280
88,91,194280
87,2,194280
7,2,194280
7,0,194280
109,23,194300
64,81,194300
87,2,194300
7,0,194300
49,104,194320
109,23,194320
103,30,194320
88,91,194320
64,52,194320
87,2,194320
84,70,194320
84,85,194320
39,94,194320
15,85,194340
16,103,194340
109,23,194340
103,30,194340
103,25,194340
87,7,194340
7,2,194340
26,36,194340
48,108,194360
109,23,194360
87,2,194360
84,85,194360
7,2,194360
17,80,194380
49,94,194380
48,108,194380
109,23,194380
87,7,194380
7,2,194380
18,24,194400
62,26,194400
50,50,194400
109,23,194400
103,37,194400
8,40,194400
87,7,194400
7,2,194400
11,110,194400
73,23,194400
18,24,194420
109,23,194420
110,11,194420
87,0,194420
7,0,194420
50,34,194440
109,23,194440
87,2,194440
7,2,194440
109,23,194460
87,2,194460
18,25,194480
109,23,194480
87,2,194480
17,86,194500
51,28,194500
100,71,194500
100,107,194500
109,23,194500
97,88,194500
87,2,194500
7,2,194500
73,36,194500
51,60,194520
100,71,194520
100,107,194520
109,23,194520
97,88,194520
87,2,194520
7,2,194520
29,60,194520
18,66,194540
15,37,194540
51,60,194540
100,71,194540
100,107,194540
109,70,194540
97,88,194540
101,37,194540
87,2,194540
7,2,194540
11,110,194540
71,23,194540
72,1,194540
51,28,194560
51,60,194560
100,71,194560
100,107,194560
97,88,194560
97,91,194560
87,2,194560
87,7,194560
7,2,194560
29,60,194560
18,28,194580
51,60,194580
100,71,194580
100,107,194580
97,88,194580
97,91,194580
87,2,194580
29,60,194580
72,1,194580
18,66,194600
100,71,194600
100,107,194600
97,88,194600
97,91,194600
64,34,194600
72,1,194600
18,66,194620
51,28,194620
100,71,194620
97,88,194620
65,63,194620
87,2,194620
11,36,194620
50,84,194640
97,88,194640
65,63,194640
87,2,194640
11,30,194640
11,36,194640
50,84,194660
100,71,194660
100,107,194660
97,88,194660
97,91,194660
88,91,194660
65,63,194660
64,34,194660
87,2,194660
11,30,194660
11,36,194660
15,50,194680
51,8,194680
51,24,194680
100,71,194680
107,71,194680
97,88,194680
87,2,194680
49,104,194700
51,8,194700
100,71,194700
97,88,194700
97,91,194700
7,0,194700
25,73,194700
72,1,194700
51,73,194720
104,24,194720
100,71,194720
107,71,194720
97,88,194720
97,91,194720
64,34,194720
87,2,194720
87,0,194720
7,2,194720
7,0,194720
16,24,194740
100,71,194740
100,107,194740
100,1,194740
107,71,194740
97,88,194740
97,91,194740
64,34,194740
87,2,194740
87,7,194740
87,0,194740
7,2,194740
7,0,194740
1,71,194740
18,66,194760
100,71,194760
100,107,194760
107,71,194760
97,91,194760
64,34,194760
87,2,194760
7,2,194760
7,0,194760
18,66,194780
77,0,194780
100,71,194780
100,107,194780
100,1,194780
107,71,194780
97,88,194780
97,91,194780
88,91,194780
87,2,194780
7,2,194780
7,0,194780
72,1,194780
77,0,194800
100,71,194800
100,1,194800
107,71,194800
97,88,194800
97,91,194800
87,2,194800
7,2,194800
7,0,194800
72,1,194800
80,86,194820
107,71,194820
97,91,194820
97,88,194820
97,73,194820
88,73,194820
91,73,194820
87,2,194820
87,7,194820
7,2,194820
7,0,194820
72,1,194820
97,91,194840
97,88,194840
97,73,194840
91,73,194840
87,2,194840
7,2,194840
7,0,194840
66,95,194860
51,36,194860
100,71,194860
100,107,194860
97,73,194860
97,88,194860
97,91,194860
88,91,194860
88,73,194860
91,73,194860
87,2,194860
7,2,194860
80,86,194880
51,36,194880
100,107,194880
1,71,194880
97,88,194880
97,91,194880
88,73,194880
91,73,194880
87,2,194880
87,7,194880
7,2,194880
7,0,194880
83,32,194880
17,86,194900
51,36,194900
97,88,194900
97,91,194900
88,91,194900
91,73,194900
87,2,194900
87,7,194900
87,0,194900
7,2,194900
7,0,194900
72,1,194900
17,86,194920
97,91,194920
97,88,194920
97,73,194920
88,73,194920
91,73,194920
87,7,194920
7,2,194920
7,0,194920
72,1,194920
95,36,194920
100,107,194940
97,91,194940
97,73,194940
103,30,194940
88,73,194940
91,73,194940
87,7,194940
7,2,194940
7,0,194940
72,1,194940
95,36,194940
15,37,194960
97,88,194960
97,91,194960
1,71,194960
88,73,194960
64,34,194960
91,73,194960
87,2,194960
87,7,194960
7,2,194960
7,0,194960
81,11,194960
95,36,194960
15,37,194980
17,80,194980
66,86,194980
77,0,194980
97,73,194980
97,88,194980
97,91,194980
88,73,194980
91,73,194980
87,2,194980
87,7,194980
7,0,194980
72,1,194980
17,80,195000
51,28,195000
97,73,195000
97,88,195000
97,91,195000
103,30,195000
88,73,195000
91,73,195000
87,7,195000
7,2,195000
7,0,195000
72,1,195000
15,37,195020
97,91,195020
97,88,195020
97,73,195020
88,73,195020
64,34,195020
91,73,195020
86,11,195020
7,2,195020
7,0,195020
72,1,195020
15,37,195040
97,91,195040
97,88,195040
97,73,195040
103,30,195040
88,91,195040
88,73,195040
64,34,195040
91,73,195040
87,2,195040
7,2,195040
7,0,195040
15,37,195060
50,84,195060
107,71,195060
97,73,195060
97,88,195060
97,91,195060
103,30,195060
88,73,195060
64,34,195060
91,73,195060
87,7,195060
7,2,195060
7,0,195060
15,37,195080
17,86,195080
107,71,195080
97,73,195080
97,88,195080
97,91,195080
88,73,195080
88,91,195080
91,73,195080
7,2,195080
7,0,195080
17,86,195100
97,91,195100
97,88,195100
97,73,195100
101,32,195100
88,73,195100
87,2,195100
7,2,195100
7,0,195100
51,101,195120
97,91,195120
97,88,195120
97,73,195120
88,73,195120
87,2,195120
87,7,195120
7,2,195120
7,0,195120
51,101,195140
97,88,195140
97,91,195140
88,73,195140
17,86,195160
97,88,195160
97,73,195160
103,30,195160
88,73,195160
91,73,195160
7,0,195160
54,32,195160
15,101,195180
17,86,195180
107,71,195180
97,73,195180
97,88,195180
97,91,195180
88,73,195180
91,73,195180
7,2,195180
33,36,195180
15,101,195200
107,71,195200
97,91,195200
97,88,195200
97,73,195200
88,73,195200
7,2,195200
7,0,195200
83,32,195200
15,101,195220
109,23,195220
97,73,195220
97,88,195220
97,91,195220
88,73,195220
91,73,195220
86,32,195220
7,0,195220
18,70,195240
17,86,195240
51,10,195240
109,23,195240
97,88,195240
97,73,195240
88,73,195240
91,73,195240
7,0,195240
17,86,195260
109,23,195260
97,88,195260
109,23,195280
97,88,195280
97,91,195280
109,23,195300
97,91,195300
97,88,195300
97,73,195300
88,73,195300
51,10,195320
97,88,195320
97,91,195320
88,73,195320
91,3,195320
7,0,195320
17,86,195340
51,10,195340
100,1,195340
97,73,195340
97,88,195340
97,91,195340
88,73,195340
7,2,195340
7,0,195340
72,1,195340
77,87,195360
97,88,195360
97,73,195360
88,73,195360
64,34,195360
72,1,195360
50,85,195380
97,73,195380
97,88,195380
97,91,195380
88,73,195380
88,91,195380
91,73,195380
87,2,195380
87,7,195380
7,0,195380
72,1,195380
24,109,195380
109,23,195400
107,71,195400
97,88,195400
97,91,195400
88,73,195400
91,73,195400
87,7,195400
84,85,195400
7,2,195400
72,1,195400
100,107,195420
97,73,195420
97,88,195420
97,91,195420
91,73,195420
84,85,195420
7,0,195420
72,1,195420
24,109,195420
50,85,195440
100,71,195440
100,107,195440
109,23,195440
97,91,195440
97,88,195440
97,73,195440
88,73,195440
64,34,195440
91,73,195440
87,2,195440
85,84,195440
72,107,195440
18,66,195460
50,84,195460
50,85,195460
51,46,195460
100,107,195460
100,1,195460
109,23,195460
107,71,195460
97,88,195460
88,73,195460
91,73,195460
87,2,195460
84,85,195460
50,84,195480
100,107,195480
109,23,195480
97,73,195480
97,88,195480
97,91,195480
88,73,195480
91,73,195480
87,2,195480
50,84,195500
109,23,195500
97,91,195500
97,88,195500
97,73,195500
88,73,195500
91,73,195500
87,2,195500
83,32,195500
109,23,195520
97,88,195520
87,2,195520
84,85,195520
7,0,195520
83,32,195520
18,66,195540
109,23,195540
107,1,195540
97,88,195540
87,2,195540
83,32,195540
50,85,195560
109,23,195560
97,88,195560
103,30,195560
88,73,195560
91,73,195560
7,2,195560
83,32,195560
50,84,195580
50,85,195580
109,23,195580
107,71,195580
97,88,195580
97,73,195580
103,30,195580
88,73,195580
91,73,195580
87,2,195580
7,0,195580
83,32,195580
50,70,195600
50,62,195600
100,110,195600
100,107,195600
109,23,195600
107,71,195600
97,88,195600
97,91,195600
103,30,195600
88,73,195600
91,73,195600
87,2,195600
7,2,195600
7,0,195600
32,110,195600
77,87,195620
100,107,195620
109,23,195620
107,71,195620
97,91,195620
97,88,195620
97,73,195620
103,30,195620
88,73,195620
91,73,195620
87,2,195620
7,0,195620
32,110,195620
50,85,195640
100,107,195640
110,31,195640
107,71,195640
97,91,195640
97,88,195640
97,73,195640
103,30,195640
88,73,195640
88,91,195640
91,73,195640
7,0,195640
24,109,195640
50,84,195660
51,2,195660
100,107,195660
109,23,195660
110,31,195660
97,91,195660
97,88,195660
97,73,195660
88,73,195660
88,91,195660
91,73,195660
87,2,195660
7,2,195660
72,107,195660
50,84,195680
100,107,195680
109,23,195680
107,71,195680
97,88,195680
97,91,195680
88,73,195680
91,73,195680
7,2,195680
83,32,195680
32,110,195680
18,66,195700
100,107,195700
100,1,195700
109,23,195700
107,71,195700
97,73,195700
97,88,195700
97,91,195700
110,31,195700
88,73,195700
63,32,195700
91,73,195700
87,2,195700
7,2,195700
7,0,195700
32,1,195700
18,66,195720
100,107,195720
109,23,195720
107,71,195720
97,91,195720
97,73,195720
103,30,195720
88,73,195720
87,2,195720
84,85,195720
7,2,195720
7,0,195720
41,32,195720
32,110,195720
18,66,195740
50,85,195740
100,107,195740
110,31,195740
97,88,195740
97,73,195740
88,91,195740
88,73,195740
91,73,195740
87,2,195740
7,2,195740
7,0,195740
24,109,195740
18,66,195760
51,28,195760
48,108,195760
100,107,195760
109,23,195760
107,71,195760
97,88,195760
88,73,195760
91,73,195760
7,2,195760
7,0,195760
32,1,195760
18,66,195780
48,108,195780
100,107,195780
109,23,195780
107,71,195780
97,91,195780
88,73,195780
91,73,195780
7,2,195780
7,0,195780
32,110,195780
18,66,195800
51,77,195800
51,87,195800
77,87,195800
48,108,195800
100,107,195800
110,31,195800
107,71,195800
88,73,195800
91,73,195800
7,0,195800
41,36,195800
95,32,195800
33,36,195800
24,109,195800
50,85,195820
51,28,195820
51,77,195820
51,87,195820
48,108,195820
100,107,195820
109,23,195820
107,71,195820
88,73,195820
87,28,195820
41,36,195820
32,110,195820
18,66,195840
51,28,195840
48,108,195840
100,107,195840
109,23,195840
103,30,195840
88,73,195840
63,92,195840
87,95,195840
87,32,195840
73,91,195840
32,110,195840
18,66,195860
48,108,195860
100,71,195860
100,107,195860
109,23,195860
107,71,195860
110,31,195860
103,30,195860
88,73,195860
63,92,195860
91,73,195860
87,32,195860
7,2,195860
7,0,195860
18,66,195880
100,71,195880
100,107,195880
109,23,195880
107,71,195880
110,31,195880
63,92,195880
64,34,195880
87,95,195880
87,32,195880
7,0,195880
32,71,195880
48,108,195900
100,71,195900
100,107,195900
109,23,195900
107,71,195900
110,31,195900
88,73,195900
84,85,195900
7,2,195900
32,71,195900
48,108,195920
109,23,195920
107,71,195920
110,31,195920
103,30,195920
88,73,195920
91,73,195920
7,2,195920
72,31,195920
32,1,195920
18,66,195940
51,28,195940
51,36,195940
100,71,195940
109,23,195940
107,71,195940
110,71,195940
110,31,195940
88,73,195940
87,36,195940
87,32,195940
87,60,195940
7,2,195940
7,0,195940
32,71,195940
100,71,195960
100,107,195960
109,23,195960
107,71,195960
110,31,195960
88,73,195960
7,2,195960
7,0,195960
29,40,195960
29,36,195960
51,40,195980
51,36,195980
77,2,195980
48,108,195980
100,71,195980
109,23,195980
107,71,195980
110,71,195980
110,31,195980
88,73,195980
7,2,195980
7,0,195980
29,36,195980
41,36,195980
32,1,195980
32,71,195980
0,2,195980
51,40,196000
51,36,196000
48,108,196000
100,71,196000
109,23,196000
107,71,196000
110,31,196000
88,73,196000
91,73,196000
7,2,196000
7,0,196000
29,36,196000
32,71,196000
109,23,196020
107,71,196020
110,71,196020
110,31,196020
103,30,196020
88,91,196020
88,73,196020
65,63,196020
91,73,196020
7,2,196020
7,0,196020
32,71,196020
32,1,196020
49,104,196040
51,36,196040
100,71,196040
100,107,196040
100,1,196040
109,23,196040
107,71,196040
110,31,196040
103,30,196040
88,91,196040
88,73,196040
65,34,196040
63,92,196040
7,2,196040
7,0,196040
41,36,196040
32,1,196040
0,2,196040
51,36,196060
100,71,196060
100,1,196060
100,107,196060
109,23,196060
107,71,196060
110,71,196060
110,31,196060
103,30,196060
88,73,196060
65,34,196060
63,92,196060
7,2,196060
7,0,196060
41,36,196060
32,1,196060
0,2,196060
51,28,196080
51,36,196080
100,107,196080
100,1,196080
109,23,196080
107,71,196080
110,31,196080
103,30,196080
88,73,196080
65,34,196080
41,36,196080
32,71,196080
51,28,196100
51,40,196100
100,71,196100
100,107,196100
109,23,196100
107,71,196100
110,31,196100
64,34,196100
41,36,196100
32,1,196100
51,40,196120
48,108,196120
100,71,196120
100,107,196120
109,23,196120
107,71,196120
110,71,196120
110,31,196120
65,34,196120
7,0,196120
29,40,196120
41,36,196120
51,28,196140
48,108,196140
109,23,196140
107,71,196140
110,71,196140
110,31,196140
88,73,196140
65,34,196140
7,2,196140
29,36,196140
41,36,196140
72,1,196140
51,106,196160
51,28,196160
106,28,196160
109,23,196160
110,71,196160
110,31,196160
103,30,196160
88,73,196160
65,34,196160
7,0,196160
41,36,196160
32,71,196160
0,2,196160
18,66,196180
12,106,196180
12,28,196180
12,50,196180
49,104,196180
51,106,196180
51,28,196180
51,40,196180
48,108,196180
106,28,196180
109,23,196180
110,71,196180
110,31,196180
103,30,196180
65,34,196180
64,34,196180
41,36,196180
0,2,196180
49,104,196200
51,28,196200
106,28,196200
109,23,196200
107,71,196200
110,31,196200
103,30,196200
88,73,196200
63,92,196200
64,34,196200
41,36,196200
32,71,196200
51,106,196220
109,23,196220
107,71,196220
110,71,196220
110,31,196220
103,30,196220
64,34,196220
0,2,196220
109,23,196240
107,71,196240
110,31,196240
88,73,196240
63,92,196240
57,55,196240
49,104,196260
51,36,196260
77,2,196260
109,23,196260
110,71,196260
110,31,196260
88,73,196260
7,2,196260
49,104,196280
51,36,196280
109,23,196280
107,71,196280
110,71,196280
110,31,196280
88,73,196280
64,34,196280
7,2,196280
18,66,196300
51,36,196300
48,108,196300
109,23,196300
107,71,196300
110,71,196300
110,31,196300
88,73,196300
65,63,196300
64,34,196300
7,2,196300
7,0,196300
0,2,196300
15,101,196320
